City,State,Total_Booking_Requests,Active_Listings,Booking_Requests_Last_6_Months,Booking_Requests_Last_12_Months,Booking_Requests_Before_2023,2023-01,2023-02,2023-03,2023-04,2023-05,2023-06,2023-07,2023-08,2023-09,2023-10,2023-11,2023-12,2024-01,2024-02,2024-03,2024-04,2024-05,2024-06,2024-07,2024-08,2024-09,2024-10
Winslow,Arizona,346,33.0,90,133,46.0,10.0,5.0,9.0,6.0,5.0,10.0,22.0,35.0,34.0,18.0,15.0,16.0,2.0,6.0,14.0,3.0,6.0,7.0,5.0,25.0,20.0,21.0
Smyrna,Tennessee,231,33.0,67,114,21.0,7.0,5.0,12.0,2.0,22.0,14.0,12.0,6.0,10.0,6.0,0.0,6.0,9.0,4.0,8.0,12.0,14.0,9.0,15.0,15.0,10.0,10.0
Jefferson,Louisiana,646,33.0,97,181,322.0,11.0,6.0,45.0,13.0,12.0,12.0,8.0,7.0,14.0,15.0,10.0,17.0,12.0,16.0,11.0,15.0,9.0,13.0,17.0,10.0,26.0,13.0
Oakdale,California,246,33.0,24,53,120.0,30.0,0.0,4.0,11.0,11.0,1.0,3.0,4.0,8.0,1.0,5.0,5.0,7.0,4.0,5.0,2.0,4.0,1.0,4.0,8.0,2.0,6.0
Spring Hill,Tennessee,234,33.0,57,113,51.0,0.0,19.0,2.0,8.0,12.0,7.0,6.0,1.0,7.0,7.0,10.0,8.0,10.0,11.0,3.0,13.0,7.0,10.0,7.0,9.0,12.0,8.0
Noblesville,Indiana,245,33.0,71,129,51.0,1.0,7.0,10.0,7.0,9.0,14.0,7.0,6.0,2.0,2.0,6.0,6.0,7.0,11.0,13.0,12.0,16.0,7.0,13.0,3.0,28.0,6.0
Hillsborough,North Carolina,298,33.0,52,95,86.0,8.0,13.0,16.0,4.0,9.0,10.0,10.0,26.0,7.0,9.0,11.0,5.0,7.0,6.0,8.0,6.0,15.0,9.0,10.0,8.0,5.0,9.0
Cape Elizabeth,Maine,346,33.0,96,184,22.0,6.0,10.0,12.0,8.0,20.0,17.0,10.0,35.0,7.0,12.0,7.0,7.0,7.0,13.0,14.0,33.0,38.0,15.0,24.0,16.0,4.0,6.0
Atlantic Beach,Florida,111,33.0,27,60,12.0,3.0,11.0,7.0,3.0,1.0,3.0,3.0,0.0,4.0,3.0,2.0,1.0,7.0,8.0,7.0,7.0,6.0,2.0,2.0,8.0,0.0,8.0
Dublin,Ohio,238,33.0,65,109,28.0,11.0,5.0,4.0,7.0,11.0,11.0,6.0,17.0,14.0,10.0,7.0,5.0,3.0,2.0,9.0,22.0,4.0,10.0,14.0,5.0,16.0,15.0
Youngstown,Ohio,244,33.0,65,147,34.0,2.0,7.0,0.0,6.0,10.0,3.0,6.0,0.0,13.0,16.0,4.0,9.0,12.0,10.0,9.0,35.0,5.0,6.0,11.0,11.0,17.0,17.0
Hummelstown,Pennsylvania,189,33.0,77,102,40.0,6.0,1.0,2.0,4.0,9.0,7.0,0.0,6.0,0.0,12.0,2.0,7.0,5.0,4.0,3.0,4.0,10.0,11.0,11.0,16.0,17.0,10.0
Land O Lakes,Florida,148,33.0,22,54,50.0,4.0,10.0,2.0,0.0,4.0,2.0,3.0,6.0,3.0,5.0,5.0,6.0,8.0,5.0,6.0,4.0,8.0,5.0,2.0,0.0,0.0,9.0
Poway,California,235,33.0,42,85,32.0,6.0,14.0,12.0,12.0,27.0,6.0,11.0,5.0,16.0,9.0,8.0,8.0,4.0,3.0,7.0,8.0,13.0,7.0,10.0,2.0,9.0,6.0
Camp Hill,Pennsylvania,457,33.0,99,163,210.0,6.0,7.0,13.0,7.0,9.0,6.0,8.0,6.0,9.0,12.0,5.0,9.0,19.0,10.0,7.0,12.0,21.0,9.0,19.0,9.0,21.0,20.0
Bath,Maine,269,32.0,93,142,40.0,1.0,15.0,14.0,5.0,9.0,14.0,9.0,6.0,10.0,4.0,4.0,0.0,2.0,8.0,20.0,6.0,33.0,8.0,15.0,13.0,8.0,17.0
Alexandria,Louisiana,417,32.0,57,111,205.0,6.0,0.0,34.0,13.0,13.0,5.0,10.0,6.0,5.0,6.0,5.0,3.0,8.0,11.0,18.0,12.0,7.0,9.0,8.0,9.0,16.0,8.0
Hermiston,Oregon,321,32.0,156,223,23.0,9.0,4.0,4.0,6.0,6.0,1.0,6.0,0.0,11.0,20.0,14.0,8.0,22.0,4.0,8.0,17.0,19.0,20.0,17.0,25.0,34.0,38.0
Cotati,California,167,32.0,41,74,33.0,4.0,3.0,5.0,3.0,6.0,7.0,6.0,14.0,6.0,6.0,1.0,5.0,3.0,3.0,7.0,14.0,6.0,11.0,11.0,2.0,6.0,2.0
Sherwood,Arkansas,126,32.0,34,50,27.0,0.0,4.0,1.0,7.0,7.0,1.0,4.0,5.0,6.0,13.0,1.0,3.0,3.0,0.0,3.0,7.0,1.0,2.0,1.0,5.0,12.0,10.0
Bastrop,Texas,85,32.0,16,34,16.0,4.0,0.0,4.0,0.0,0.0,5.0,5.0,4.0,2.0,4.0,8.0,2.0,3.0,0.0,9.0,3.0,0.0,2.0,2.0,2.0,6.0,2.0
Brentwood,Tennessee,408,32.0,67,144,157.0,2.0,3.0,9.0,8.0,14.0,21.0,11.0,2.0,20.0,15.0,14.0,13.0,16.0,4.0,11.0,18.0,7.0,8.0,10.0,11.0,10.0,20.0
Crestline,California,182,32.0,30,55,87.0,4.0,1.0,7.0,2.0,5.0,2.0,0.0,7.0,0.0,10.0,7.0,2.0,13.0,2.0,1.0,2.0,6.0,6.0,2.0,12.0,3.0,1.0
Cleveland,Tennessee,142,32.0,57,78,34.0,0.0,0.0,2.0,3.0,0.0,2.0,7.0,10.0,4.0,2.0,1.0,1.0,2.0,5.0,9.0,3.0,1.0,6.0,7.0,11.0,13.0,10.0
Long Beach,New York,134,32.0,68,84,34.0,1.0,0.0,6.0,0.0,3.0,1.0,0.0,0.0,4.0,1.0,1.0,2.0,2.0,3.0,7.0,1.0,3.0,10.0,4.0,9.0,16.0,17.0
Estero,Florida,153,32.0,60,94,16.0,3.0,2.0,1.0,0.0,6.0,6.0,5.0,3.0,10.0,5.0,2.0,4.0,8.0,3.0,7.0,10.0,6.0,2.0,5.0,17.0,19.0,13.0
Aubrey,Texas,50,32.0,16,31,2.0,0.0,0.0,1.0,1.0,1.0,1.0,8.0,1.0,2.0,1.0,2.0,2.0,4.0,1.0,3.0,4.0,0.0,2.0,2.0,0.0,4.0,3.0
Westfield,Indiana,119,32.0,20,47,16.0,3.0,0.0,3.0,7.0,3.0,2.0,18.0,10.0,3.0,5.0,8.0,3.0,3.0,3.0,3.0,9.0,1.0,2.0,4.0,1.0,6.0,4.0
Glendora,California,191,32.0,53,79,51.0,9.0,5.0,5.0,4.0,4.0,3.0,3.0,6.0,8.0,4.0,13.0,9.0,3.0,2.0,4.0,4.0,5.0,8.0,8.0,9.0,11.0,3.0
Bellevue,Nebraska,147,32.0,30,54,40.0,4.0,13.0,1.0,2.0,7.0,4.0,13.0,3.0,2.0,4.0,6.0,0.0,1.0,3.0,1.0,11.0,7.0,4.0,2.0,6.0,6.0,7.0
Tumwater,Washington,311,32.0,74,144,40.0,2.0,3.0,17.0,18.0,47.0,10.0,2.0,14.0,7.0,7.0,1.0,13.0,11.0,22.0,15.0,7.0,8.0,7.0,17.0,17.0,11.0,14.0
Hamilton,Ohio,132,32.0,66,98,12.0,1.0,5.0,1.0,1.0,1.0,2.0,3.0,3.0,2.0,3.0,5.0,0.0,2.0,6.0,7.0,2.0,20.0,17.0,12.0,2.0,13.0,9.0
Florissant,Missouri,318,32.0,66,121,92.0,10.0,4.0,20.0,5.0,6.0,7.0,14.0,12.0,9.0,18.0,2.0,3.0,8.0,9.0,16.0,14.0,18.0,8.0,7.0,15.0,15.0,4.0
Saratoga Springs,Utah,97,32.0,54,73,8.0,0.0,1.0,2.0,0.0,0.0,2.0,1.0,1.0,4.0,5.0,4.0,1.0,2.0,3.0,3.0,6.0,10.0,7.0,4.0,8.0,12.0,12.0
Bar Harbor,Maine,118,32.0,31,66,10.0,1.0,7.0,6.0,2.0,1.0,0.0,0.0,4.0,8.0,13.0,2.0,12.0,7.0,4.0,10.0,0.0,0.0,2.0,1.0,4.0,17.0,6.0
Frisco,Colorado,289,32.0,147,188,40.0,0.0,1.0,3.0,4.0,3.0,3.0,2.0,9.0,13.0,21.0,4.0,4.0,6.0,7.0,10.0,9.0,12.0,5.0,16.0,15.0,60.0,30.0
Claremont,California,217,32.0,39,93,56.0,6.0,11.0,5.0,7.0,11.0,5.0,12.0,5.0,1.0,4.0,11.0,8.0,2.0,9.0,13.0,10.0,4.0,0.0,6.0,6.0,8.0,13.0
Newport,Kentucky,258,32.0,45,95,70.0,3.0,4.0,4.0,4.0,5.0,10.0,18.0,17.0,13.0,7.0,13.0,12.0,8.0,7.0,8.0,6.0,7.0,4.0,8.0,12.0,5.0,7.0
Ruidoso,New Mexico,315,32.0,30,75,163.0,0.0,1.0,0.0,1.0,1.0,31.0,0.0,1.0,16.0,23.0,3.0,1.0,3.0,0.0,2.0,26.0,17.0,5.0,1.0,5.0,6.0,7.0
Suitland,Maryland,213,32.0,76,110,22.0,4.0,5.0,8.0,10.0,9.0,6.0,7.0,10.0,10.0,11.0,4.0,4.0,6.0,2.0,5.0,12.0,5.0,3.0,15.0,22.0,13.0,20.0
Fortuna,California,155,32.0,52,83,42.0,1.0,0.0,1.0,6.0,9.0,3.0,1.0,2.0,2.0,5.0,6.0,5.0,5.0,3.0,9.0,3.0,21.0,4.0,17.0,1.0,2.0,5.0
Heber City,Utah,115,32.0,73,82,8.0,0.0,1.0,3.0,0.0,0.0,2.0,4.0,1.0,4.0,7.0,7.0,2.0,0.0,0.0,0.0,3.0,1.0,6.0,5.0,4.0,21.0,29.0
Kealakekua,Hawaii,560,32.0,123,375,,0.0,8.0,5.0,17.0,15.0,20.0,8.0,22.0,35.0,42.0,61.0,63.0,44.0,38.0,34.0,24.0,15.0,19.0,9.0,9.0,39.0,30.0
Aiea,Hawaii,460,32.0,91,174,178.0,4.0,7.0,5.0,20.0,16.0,10.0,14.0,7.0,15.0,7.0,6.0,18.0,15.0,12.0,12.0,12.0,22.0,9.0,11.0,14.0,27.0,14.0
Mukilteo,Washington,307,32.0,99,153,87.0,2.0,8.0,5.0,5.0,2.0,6.0,2.0,6.0,10.0,20.0,7.0,6.0,7.0,3.0,20.0,9.0,28.0,18.0,11.0,13.0,15.0,17.0
Canton,North Carolina,189,32.0,84,119,9.0,2.0,0.0,5.0,0.0,8.0,3.0,15.0,12.0,1.0,10.0,11.0,4.0,7.0,5.0,4.0,7.0,10.0,15.0,13.0,15.0,22.0,9.0
Ocean Grove,New Jersey,790,32.0,207,381,99.0,12.0,4.0,165.0,19.0,58.0,24.0,2.0,11.0,15.0,0.0,6.0,20.0,15.0,41.0,62.0,30.0,10.0,11.0,34.0,21.0,59.0,65.0
Carmel By The Sea,California,214,32.0,67,113,40.0,3.0,1.0,4.0,4.0,9.0,9.0,10.0,6.0,9.0,6.0,3.0,7.0,8.0,6.0,7.0,11.0,14.0,13.0,13.0,1.0,16.0,14.0
Meriden,Connecticut,690,32.0,235,314,120.0,31.0,15.0,34.0,23.0,20.0,31.0,47.0,26.0,13.0,16.0,4.0,8.0,5.0,13.0,18.0,25.0,43.0,42.0,53.0,33.0,24.0,43.0
East Boston,Massachusetts,446,32.0,120,205,74.0,3.0,11.0,22.0,18.0,9.0,16.0,38.0,36.0,5.0,4.0,11.0,6.0,10.0,13.0,17.0,29.0,25.0,14.0,39.0,20.0,14.0,8.0
Plant City,Florida,165,32.0,71,90,38.0,2.0,2.0,1.0,3.0,9.0,5.0,1.0,4.0,4.0,4.0,3.0,0.0,5.0,1.0,7.0,4.0,8.0,12.0,3.0,18.0,13.0,12.0
Burlington,North Carolina,227,32.0,68,135,40.0,14.0,5.0,2.0,0.0,5.0,5.0,3.0,4.0,6.0,8.0,19.0,3.0,10.0,8.0,14.0,13.0,8.0,17.0,13.0,6.0,13.0,6.0
Discovery Bay,California,22,32.0,6,11,3.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,4.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,3.0,0.0,0.0,1.0,0.0,3.0
Dillon,Colorado,267,32.0,119,164,19.0,1.0,2.0,4.0,4.0,4.0,1.0,23.0,21.0,11.0,12.0,10.0,5.0,8.0,5.0,10.0,6.0,12.0,8.0,20.0,13.0,33.0,27.0
Yarmouth,Massachusetts,352,32.0,51,102,119.0,10.0,17.0,18.0,21.0,9.0,11.0,6.0,19.0,2.0,13.0,5.0,6.0,6.0,13.0,7.0,13.0,15.0,2.0,2.0,12.0,15.0,9.0
Edgewater,Florida,197,32.0,53,86,24.0,8.0,3.0,6.0,2.0,2.0,5.0,18.0,14.0,8.0,15.0,6.0,5.0,1.0,8.0,10.0,8.0,8.0,8.0,5.0,12.0,10.0,6.0
Ocean City,New Jersey,162,32.0,54,97,21.0,4.0,7.0,8.0,5.0,0.0,0.0,3.0,8.0,5.0,4.0,2.0,3.0,2.0,9.0,16.0,8.0,4.0,2.0,11.0,14.0,8.0,12.0
Milford,Delaware,249,32.0,94,132,63.0,6.0,9.0,6.0,5.0,11.0,1.0,7.0,5.0,3.0,1.0,3.0,4.0,2.0,9.0,1.0,8.0,25.0,8.0,13.0,25.0,13.0,16.0
Carrollton,Georgia,195,32.0,40,82,43.0,0.0,7.0,2.0,13.0,4.0,4.0,5.0,21.0,8.0,5.0,3.0,5.0,10.0,4.0,17.0,2.0,9.0,7.0,1.0,6.0,12.0,7.0
Maple Valley,Washington,98,32.0,40,57,15.0,1.0,0.0,4.0,2.0,7.0,1.0,1.0,4.0,3.0,3.0,1.0,0.0,6.0,2.0,3.0,5.0,11.0,7.0,1.0,8.0,4.0,9.0
Randolph,Massachusetts,317,31.0,114,155,84.0,5.0,9.0,8.0,4.0,11.0,9.0,6.0,3.0,7.0,15.0,3.0,1.0,5.0,6.0,8.0,13.0,14.0,7.0,21.0,20.0,14.0,38.0
North Providence,Rhode Island,327,31.0,139,235,32.0,3.0,0.0,12.0,1.0,4.0,11.0,3.0,15.0,4.0,7.0,6.0,12.0,15.0,15.0,21.0,19.0,28.0,18.0,30.0,39.0,13.0,13.0
Temple Terrace,Florida,225,31.0,52,97,77.0,5.0,3.0,7.0,4.0,13.0,6.0,5.0,1.0,4.0,3.0,1.0,4.0,13.0,13.0,6.0,8.0,2.0,6.0,9.0,8.0,6.0,19.0
East Providence,Rhode Island,835,31.0,190,370,225.0,23.0,23.0,22.0,36.0,32.0,12.0,23.0,18.0,18.0,32.0,12.0,15.0,19.0,47.0,10.0,64.0,24.0,42.0,31.0,47.0,21.0,37.0
Waterville,Maine,514,31.0,93,214,124.0,17.0,13.0,9.0,20.0,34.0,24.0,15.0,19.0,21.0,0.0,19.0,16.0,19.0,13.0,29.0,21.0,22.0,19.0,16.0,9.0,20.0,15.0
Mentor,Ohio,61,31.0,28,42,1.0,0.0,1.0,0.0,3.0,3.0,2.0,2.0,4.0,1.0,2.0,0.0,3.0,3.0,0.0,3.0,5.0,3.0,4.0,3.0,1.0,6.0,11.0
Valley Stream,New York,210,31.0,70,103,33.0,5.0,4.0,5.0,8.0,3.0,6.0,12.0,1.0,17.0,11.0,9.0,4.0,12.0,1.0,4.0,4.0,4.0,18.0,5.0,5.0,10.0,24.0
Fort Myers Beach,Florida,222,31.0,56,90,77.0,2.0,18.0,5.0,1.0,0.0,0.0,5.0,7.0,4.0,9.0,11.0,2.0,10.0,4.0,4.0,6.0,7.0,5.0,4.0,5.0,19.0,16.0
Royal Palm Beach,Florida,182,31.0,41,85,36.0,7.0,3.0,7.0,4.0,2.0,0.0,13.0,11.0,3.0,9.0,9.0,19.0,5.0,4.0,5.0,3.0,7.0,7.0,4.0,4.0,6.0,12.0
Canon City,Colorado,616,31.0,65,137,240.0,28.0,29.0,30.0,10.0,17.0,36.0,23.0,9.0,25.0,30.0,12.0,9.0,14.0,9.0,13.0,16.0,11.0,5.0,10.0,16.0,11.0,13.0
Attleboro,Massachusetts,228,31.0,55,81,96.0,6.0,4.0,5.0,7.0,4.0,5.0,8.0,2.0,0.0,8.0,6.0,4.0,4.0,9.0,3.0,2.0,12.0,6.0,8.0,7.0,9.0,13.0
Silverton,Oregon,180,31.0,55,87,29.0,7.0,6.0,6.0,7.0,9.0,5.0,6.0,6.0,4.0,6.0,4.0,3.0,7.0,3.0,13.0,3.0,2.0,5.0,15.0,17.0,3.0,11.0
Lees Summit,Missouri,324,31.0,56,135,82.0,5.0,4.0,7.0,11.0,15.0,25.0,7.0,12.0,6.0,6.0,17.0,4.0,9.0,8.0,7.0,40.0,11.0,10.0,4.0,7.0,7.0,17.0
Milton,Vermont,774,31.0,147,242,326.0,30.0,7.0,12.0,28.0,30.0,27.0,20.0,10.0,31.0,10.0,9.0,8.0,12.0,17.0,23.0,15.0,23.0,15.0,29.0,30.0,40.0,19.0
Owensboro,Kentucky,216,31.0,66,86,51.0,2.0,2.0,14.0,6.0,9.0,16.0,1.0,9.0,9.0,11.0,0.0,3.0,3.0,4.0,1.0,9.0,11.0,8.0,2.0,10.0,12.0,19.0
Clarkston,Washington,322,31.0,95,183,46.0,7.0,4.0,4.0,12.0,7.0,5.0,8.0,8.0,26.0,12.0,3.0,10.0,18.0,12.0,15.0,21.0,26.0,8.0,25.0,13.0,23.0,7.0
Louisville,Colorado,165,31.0,31,80,36.0,13.0,6.0,11.0,1.0,2.0,2.0,2.0,1.0,5.0,6.0,5.0,4.0,10.0,8.0,11.0,10.0,8.0,6.0,5.0,7.0,2.0,4.0
Winter Garden,Florida,128,31.0,54,92,3.0,2.0,4.0,5.0,0.0,3.0,1.0,6.0,3.0,5.0,4.0,5.0,11.0,5.0,7.0,3.0,3.0,9.0,6.0,4.0,8.0,19.0,12.0
West Richland,Washington,144,31.0,31,66,25.0,1.0,5.0,3.0,7.0,4.0,11.0,8.0,4.0,0.0,10.0,3.0,2.0,0.0,2.0,14.0,10.0,9.0,1.0,7.0,6.0,5.0,7.0
State College,Pennsylvania,119,31.0,30,59,31.0,1.0,3.0,0.0,1.0,3.0,5.0,6.0,8.0,2.0,0.0,0.0,3.0,2.0,6.0,4.0,11.0,4.0,3.0,3.0,4.0,10.0,9.0
Newton,Massachusetts,1178,31.0,140,241,623.0,3.0,17.0,46.0,42.0,45.0,20.0,31.0,63.0,25.0,20.0,9.0,19.0,7.0,19.0,22.0,16.0,37.0,23.0,23.0,19.0,23.0,19.0
Kahului,Hawaii,300,31.0,108,153,26.0,4.0,6.0,10.0,12.0,5.0,10.0,25.0,20.0,14.0,13.0,11.0,8.0,5.0,11.0,1.0,5.0,18.0,13.0,15.0,18.0,26.0,14.0
Milton,Florida,268,31.0,51,113,35.0,2.0,17.0,11.0,13.0,11.0,19.0,22.0,7.0,9.0,9.0,2.0,4.0,17.0,15.0,6.0,15.0,8.0,10.0,12.0,11.0,6.0,6.0
Germantown,Maryland,156,31.0,49,87,23.0,3.0,6.0,0.0,6.0,9.0,4.0,0.0,8.0,4.0,4.0,4.0,3.0,2.0,7.0,9.0,14.0,4.0,16.0,6.0,10.0,2.0,10.0
Del Norte,Colorado,457,31.0,236,449,3.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,46.0,95.0,46.0,26.0,164.0,0.0,24.0,46.0,2.0,0.0
Oceano,California,393,31.0,65,146,124.0,2.0,5.0,7.0,2.0,7.0,14.0,17.0,35.0,15.0,17.0,3.0,21.0,15.0,14.0,6.0,20.0,14.0,7.0,10.0,10.0,19.0,8.0
Martinez,Georgia,379,31.0,178,245,25.0,9.0,7.0,5.0,6.0,6.0,4.0,6.0,10.0,15.0,27.0,20.0,7.0,21.0,11.0,14.0,8.0,20.0,20.0,34.0,11.0,11.0,77.0
Sedro Woolley,Washington,259,31.0,48,112,42.0,1.0,5.0,14.0,7.0,6.0,14.0,13.0,31.0,9.0,4.0,4.0,4.0,11.0,12.0,10.0,21.0,16.0,8.0,2.0,7.0,6.0,11.0
Wyoming,Michigan,365,31.0,137,227,42.0,3.0,2.0,1.0,5.0,4.0,7.0,9.0,5.0,59.0,0.0,2.0,1.0,1.0,7.0,14.0,30.0,55.0,10.0,29.0,11.0,24.0,26.0
Los Altos,California,460,31.0,101,189,82.0,1.0,12.0,34.0,23.0,22.0,31.0,33.0,14.0,10.0,8.0,9.0,14.0,14.0,6.0,11.0,30.0,17.0,3.0,11.0,34.0,19.0,18.0
Loomis,California,274,31.0,46,106,55.0,4.0,5.0,9.0,12.0,16.0,10.0,8.0,30.0,12.0,4.0,11.0,14.0,14.0,12.0,6.0,4.0,8.0,14.0,12.0,7.0,3.0,4.0
Florence,Arizona,115,31.0,52,76,19.0,2.0,0.0,1.0,2.0,0.0,1.0,3.0,2.0,6.0,3.0,0.0,1.0,14.0,3.0,2.0,2.0,4.0,3.0,5.0,11.0,10.0,21.0
Marrero,Louisiana,276,31.0,53,104,121.0,2.0,3.0,8.0,9.0,2.0,3.0,5.0,4.0,4.0,7.0,5.0,7.0,9.0,7.0,10.0,15.0,13.0,7.0,9.0,2.0,6.0,10.0
Rosedale,New York,334,31.0,98,140,107.0,3.0,10.0,7.0,3.0,6.0,9.0,14.0,8.0,11.0,13.0,6.0,4.0,9.0,6.0,13.0,6.0,15.0,18.0,19.0,10.0,14.0,21.0
Manor,Texas,129,30.0,25,53,10.0,16.0,2.0,5.0,4.0,2.0,8.0,5.0,7.0,9.0,8.0,2.0,4.0,1.0,7.0,10.0,3.0,7.0,6.0,0.0,5.0,5.0,3.0
Madison,Indiana,126,30.0,44,65,23.0,2.0,0.0,2.0,7.0,2.0,4.0,2.0,6.0,2.0,4.0,8.0,0.0,3.0,4.0,8.0,4.0,9.0,6.0,2.0,8.0,12.0,8.0
Owings Mills,Maryland,152,30.0,37,65,39.0,0.0,3.0,3.0,4.0,8.0,8.0,3.0,3.0,5.0,10.0,8.0,3.0,3.0,5.0,2.0,7.0,3.0,5.0,8.0,6.0,5.0,11.0
Leicester,North Carolina,222,30.0,107,163,1.0,1.0,4.0,1.0,6.0,3.0,8.0,4.0,4.0,11.0,11.0,14.0,9.0,10.0,3.0,16.0,7.0,11.0,19.0,19.0,16.0,24.0,18.0
Incline Village,Nevada,218,30.0,67,123,11.0,2.0,8.0,1.0,8.0,4.0,39.0,2.0,4.0,2.0,10.0,11.0,6.0,9.0,9.0,15.0,8.0,9.0,8.0,8.0,8.0,17.0,19.0
Waxahachie,Texas,78,30.0,31,46,7.0,1.0,4.0,1.0,4.0,2.0,1.0,1.0,4.0,4.0,3.0,0.0,1.0,0.0,7.0,2.0,2.0,11.0,1.0,0.0,4.0,6.0,6.0
Rialto,California,99,30.0,15,32,36.0,5.0,3.0,3.0,1.0,3.0,2.0,2.0,2.0,0.0,10.0,9.0,3.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,3.0,7.0
Sierra Vista,Arizona,223,30.0,77,136,39.0,7.0,5.0,9.0,1.0,2.0,0.0,7.0,10.0,4.0,3.0,10.0,6.0,10.0,7.0,4.0,21.0,7.0,12.0,8.0,18.0,15.0,16.0
Cortez,Colorado,156,30.0,60,98,14.0,2.0,5.0,0.0,7.0,3.0,2.0,8.0,9.0,3.0,2.0,5.0,2.0,8.0,7.0,9.0,9.0,6.0,8.0,7.0,6.0,6.0,23.0
Southfield,Michigan,216,30.0,79,132,38.0,4.0,6.0,4.0,4.0,6.0,0.0,6.0,6.0,4.0,6.0,2.0,4.0,1.0,2.0,12.0,27.0,13.0,11.0,15.0,17.0,18.0,9.0
Shawnee,Kansas,439,30.0,130,186,105.0,6.0,7.0,16.0,27.0,25.0,25.0,6.0,18.0,10.0,7.0,6.0,5.0,5.0,12.0,19.0,10.0,7.0,9.0,24.0,12.0,39.0,31.0
Norwalk,Connecticut,477,30.0,108,241,82.0,2.0,8.0,10.0,13.0,22.0,24.0,18.0,18.0,28.0,10.0,27.0,11.0,16.0,7.0,33.0,40.0,11.0,27.0,9.0,17.0,17.0,24.0
South Salt Lake,Utah,334,30.0,69,170,33.0,9.0,0.0,8.0,12.0,15.0,11.0,14.0,9.0,27.0,20.0,32.0,29.0,16.0,11.0,7.0,6.0,11.0,6.0,5.0,11.0,18.0,18.0
Tomball,Texas,65,30.0,37,55,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,1.0,2.0,2.0,2.0,1.0,3.0,6.0,4.0,7.0,7.0,4.0,12.0,4.0
Bay City,Michigan,230,30.0,111,178,22.0,0.0,1.0,1.0,2.0,0.0,6.0,7.0,5.0,3.0,5.0,4.0,5.0,8.0,15.0,17.0,17.0,44.0,16.0,6.0,7.0,15.0,22.0
Jonesboro,Arkansas,200,30.0,61,120,34.0,1.0,2.0,3.0,12.0,4.0,4.0,1.0,6.0,0.0,9.0,18.0,6.0,5.0,7.0,10.0,12.0,17.0,3.0,19.0,6.0,4.0,17.0
Warrenton,Virginia,134,30.0,30,69,26.0,1.0,2.0,6.0,4.0,1.0,9.0,11.0,4.0,0.0,1.0,5.0,10.0,7.0,10.0,2.0,5.0,4.0,5.0,8.0,4.0,7.0,2.0
Elkhart,Indiana,252,30.0,68,119,64.0,0.0,3.0,13.0,6.0,4.0,9.0,6.0,6.0,5.0,14.0,11.0,2.0,13.0,6.0,7.0,15.0,6.0,8.0,12.0,10.0,11.0,19.0
Beaumont,Texas,206,30.0,35,84,39.0,4.0,0.0,1.0,10.0,12.0,5.0,14.0,12.0,1.0,7.0,21.0,17.0,16.0,10.0,1.0,1.0,3.0,1.0,1.0,9.0,6.0,14.0
Auburn,New York,386,30.0,132,211,42.0,8.0,19.0,7.0,9.0,17.0,11.0,5.0,17.0,12.0,24.0,4.0,6.0,22.0,12.0,12.0,27.0,12.0,29.0,29.0,20.0,24.0,17.0
Quincy,Illinois,287,30.0,50,103,59.0,4.0,11.0,9.0,8.0,10.0,14.0,12.0,11.0,24.0,21.0,5.0,9.0,7.0,11.0,14.0,8.0,6.0,4.0,7.0,5.0,7.0,17.0
Sandusky,Ohio,93,30.0,34,69,2.0,3.0,1.0,4.0,1.0,3.0,1.0,1.0,5.0,1.0,1.0,4.0,5.0,11.0,1.0,8.0,5.0,6.0,0.0,3.0,3.0,5.0,18.0
American Canyon,California,192,30.0,32,51,75.0,9.0,6.0,3.0,3.0,7.0,6.0,7.0,11.0,7.0,7.0,1.0,7.0,2.0,3.0,3.0,2.0,7.0,6.0,4.0,3.0,9.0,3.0
Plymouth,Minnesota,317,30.0,61,112,134.0,8.0,3.0,8.0,12.0,7.0,7.0,8.0,7.0,3.0,5.0,5.0,2.0,13.0,7.0,11.0,14.0,6.0,12.0,9.0,12.0,16.0,6.0
Hattiesburg,Mississippi,77,30.0,26,43,5.0,1.0,3.0,3.0,1.0,3.0,4.0,3.0,0.0,7.0,4.0,0.0,4.0,2.0,1.0,5.0,5.0,2.0,3.0,2.0,6.0,12.0,1.0
Monterey Park,California,343,30.0,69,185,32.0,31.0,9.0,3.0,1.0,2.0,13.0,17.0,9.0,28.0,12.0,1.0,29.0,37.0,11.0,26.0,9.0,8.0,20.0,21.0,6.0,9.0,9.0
Carpinteria,California,194,30.0,64,94,55.0,5.0,2.0,5.0,5.0,7.0,4.0,3.0,4.0,3.0,7.0,2.0,9.0,4.0,3.0,5.0,2.0,12.0,7.0,6.0,8.0,15.0,13.0
Cocoa,Florida,114,30.0,22,68,17.0,5.0,0.0,1.0,0.0,3.0,2.0,5.0,0.0,7.0,6.0,7.0,8.0,6.0,12.0,5.0,5.0,8.0,2.0,0.0,4.0,4.0,3.0
