Brand Name,Category,Day,Display URL domain,Impression share,Overlap rate,Position above rate,Top of page rate,Abs. Top of page rate,Outranking share
Furnished Finder,TNH,2024-05-27,trustedhealth.com,< 10%,4.0,23.47,82.7,11.44,37.13
Furnished Finder,TNH,2024-05-30,travelnursehousing.com,13.95,28.6,5.92,88.46,3.75,45.71
Furnished Finder,TNH,2024-05-26,trustedhealth.com,< 10%,3.55,26.83,81.48,13.06,39.43
Furnished Finder,TNH,2024-05-27,ayahealthcare.com,< 10%,3.64,46.03,90.01,40.86,36.85
Furnished Finder,TNH,2024-05-27,hometogo.com,< 10%,7.72,14.58,50.51,6.41,37.06
Furnished Finder,TNH,2024-05-30,ayahealthcare.com,< 10%,4.38,53.1,89.73,43.46,45.41
Furnished Finder,TNH,2024-05-26,evolve.com,< 10%,21.9,32.09,92.3,28.64,37.01
Furnished Finder,TNH,2024-05-27,evolve.com,< 10%,17.75,25.93,89.92,23.66,35.76
Furnished Finder,TNH,2024-05-30,evolve.com,< 10%,14.3,24.75,90.52,21.45,44.85
Furnished Finder,TNH,2024-05-27,apartmentlist.com,< 10%,9.37,25.58,76.65,12.31,36.58
Furnished Finder,TNH,2024-06-14,You,47.14, --, --,88.86,45.86, --
Furnished Finder,TNH,2024-06-14,evolve.com,13.92,24.68,49.09,93.26,42.12,41.43
Furnished Finder,TNH,2024-06-14,hellolanding.com,< 10%,10.07,36.25,75.37,28.26,45.42
Furnished Finder,TNH,2024-06-14,apartmentlist.com,< 10%,7.65,23.98,70.33,12.06,46.27
Furnished Finder,TNH,2024-06-14,hometogo.com,< 10%,5.97,13.91,46.91,3.7,46.75
Furnished Finder,TNH,2024-06-14,travelnursehousing.com,22.68,43.31,23.05,88.6,14.67,42.43
Furnished Finder,TNH,2024-06-14,airbnb.com,34.85,41.22,39.29,84.64,34.6,39.5
Furnished Finder,TNH,2024-06-14,vrbo.com,< 10%,4.59,41.89,81.51,24.49,46.23
Furnished Finder,TNH,2024-06-07,You,48.41, --, --,87.35,48.32, --
Furnished Finder,TNH,2024-06-07,evolve.com,14.18,23.98,50.5,94.63,45.74,42.55
Furnished Finder,TNH,2024-06-07,hellolanding.com,< 10%,7.71,41.44,76.48,31.36,46.87
Furnished Finder,TNH,2024-06-07,airbnb.com,35.17,41.81,39.53,85.0,34.97,40.41
Furnished Finder,TNH,2024-06-07,hometogo.com,< 10%,6.47,19.9,48.47,3.97,47.79
Furnished Finder,TNH,2024-06-07,travelnursehousing.com,17.08,33.78,10.3,84.23,5.68,46.73
Furnished Finder,TNH,2024-06-07,apartmentlist.com,< 10%,9.65,27.35,78.41,13.71,47.13
Furnished Finder,TNH,2024-06-07,vrbo.com,< 10%,5.09,43.75,81.07,26.19,47.33
Furnished Finder,TNH,2024-06-08,evolve.com,14.47,26.14,48.33,91.14,42.49,40.59
Furnished Finder,TNH,2024-06-08,hometogo.com,< 10%,5.31,23.16,51.24,4.4,45.89
Furnished Finder,TNH,2024-06-08,You,46.46, --, --,87.83,48.0, --
Furnished Finder,TNH,2024-06-08,travelnursehousing.com,18.76,37.99,12.95,84.82,7.15,44.17
Furnished Finder,TNH,2024-06-08,airbnb.com,36.82,42.09,39.75,85.77,36.37,38.69
Furnished Finder,TNH,2024-06-08,hellolanding.com,< 10%,7.97,35.75,78.79,29.85,45.14
Furnished Finder,TNH,2024-06-08,apartmentlist.com,< 10%,10.15,34.86,75.85,15.65,44.81
Furnished Finder,TNH,2024-06-08,vrbo.com,< 10%,4.49,47.3,81.83,27.71,45.47
Furnished Finder,TNH,2024-06-19,travelnursehousing.com,27.24,48.03,41.11,88.81,22.72,36.01
Furnished Finder,TNH,2024-06-13,travelnursehousing.com,19.48,36.84,16.75,86.07,9.53,44.7
Furnished Finder,TNH,2024-06-19,You,44.87, --, --,87.18,38.85, --
Furnished Finder,TNH,2024-06-13,hellolanding.com,< 10%,10.34,34.68,75.61,27.76,45.93
Furnished Finder,TNH,2024-06-13,evolve.com,14.32,24.91,50.45,93.22,43.99,41.65
Furnished Finder,TNH,2024-06-13,You,47.64, --, --,87.73,46.68, --
Furnished Finder,TNH,2024-06-19,evolve.com,18.27,27.04,60.84,93.58,47.21,37.49
Furnished Finder,TNH,2024-06-13,apartmentlist.com,< 10%,9.83,24.36,74.39,14.71,46.5
Furnished Finder,TNH,2024-06-13,hometogo.com,< 10%,4.43,11.74,35.94,3.61,47.39
Furnished Finder,TNH,2024-06-19,hometogo.com,< 10%,6.18,17.28,48.71,4.24,44.39
Furnished Finder,TNH,2024-06-19,apartmentlist.com,< 10%,7.82,34.3,74.26,13.88,43.66
Furnished Finder,TNH,2024-06-19,airbnb.com,42.69,48.15,43.89,85.98,38.52,35.39
Furnished Finder,TNH,2024-06-19,vrbo.com,< 10%,5.57,42.04,85.35,29.42,43.82
Furnished Finder,TNH,2024-06-19,hellolanding.com,12.23,14.13,39.39,74.25,28.75,42.37
Furnished Finder,TNH,2024-06-13,airbnb.com,35.18,42.34,38.57,83.65,32.9,39.86
Furnished Finder,TNH,2024-06-13,vrbo.com,< 10%,5.19,42.41,81.09,25.88,46.59
Furnished Finder,TNH,2024-06-18,travelnursehousing.com,19.02,38.65,29.12,89.98,20.6,38.79
Furnished Finder,TNH,2024-06-09,travelnursehousing.com,16.84,33.36,9.29,84.95,5.95,46.37
Furnished Finder,TNH,2024-06-18,You,43.71, --, --,87.91,45.38, --
Furnished Finder,TNH,2024-06-09,You,47.85, --, --,87.54,49.56, --
Furnished Finder,TNH,2024-06-09,evolve.com,13.51,23.88,41.23,93.19,37.5,43.14
Furnished Finder,TNH,2024-06-18,airbnb.com,34.61,41.02,42.52,85.71,39.04,36.08
Furnished Finder,TNH,2024-06-18,evolve.com,13.08,21.69,43.36,88.61,33.52,39.6
Furnished Finder,TNH,2024-06-09,apartmentlist.com,< 10%,10.99,30.03,77.83,16.27,46.27
Furnished Finder,TNH,2024-06-09,airbnb.com,33.79,41.11,40.28,86.26,34.59,39.93
Furnished Finder,TNH,2024-06-18,hometogo.com,< 10%,7.32,22.67,61.96,8.04,42.98
Furnished Finder,TNH,2024-06-18,apartmentlist.com,< 10%,9.71,29.27,76.6,13.95,42.46
Furnished Finder,TNH,2024-06-09,hometogo.com,< 10%,4.99,18.68,46.52,4.35,47.4
Furnished Finder,TNH,2024-06-18,hellolanding.com,< 10%,9.54,35.71,74.98,29.18,42.22
Furnished Finder,TNH,2024-06-09,vrbo.com,< 10%,4.29,47.83,84.28,32.27,46.87
Furnished Finder,TNH,2024-06-09,hellolanding.com,< 10%,9.17,40.22,75.85,28.62,46.09
Furnished Finder,TNH,2024-06-18,vrbo.com,10.44,7.18,48.57,86.16,32.63,42.18
Furnished Finder,TNH,2024-06-17,hellolanding.com,< 10%,9.61,35.42,79.39,31.39,43.57
Furnished Finder,TNH,2024-06-15,airbnb.com,34.91,41.07,39.73,86.93,35.9,39.84
Furnished Finder,TNH,2024-06-15,travelnursehousing.com,20.19,38.82,29.27,90.32,19.96,42.2
Furnished Finder,TNH,2024-06-17,travelnursehousing.com,20.57,41.04,31.26,92.23,23.13,39.32
Furnished Finder,TNH,2024-06-15,evolve.com,12.99,22.36,45.16,91.57,36.2,42.8
Furnished Finder,TNH,2024-06-15,You,47.6, --, --,88.59,46.4, --
Furnished Finder,TNH,2024-06-17,You,45.11, --, --,88.44,45.94, --
Furnished Finder,TNH,2024-06-12,travelnursehousing.com,15.97,30.94,10.07,82.6,5.16,46.73
Furnished Finder,TNH,2024-06-17,airbnb.com,32.22,38.38,37.7,84.72,36.4,38.58
Furnished Finder,TNH,2024-06-17,apartmentlist.com,< 10%,8.68,21.89,71.49,14.65,44.25
Furnished Finder,TNH,2024-06-17,hometogo.com,< 10%,6.02,17.5,60.21,8.13,44.63
Furnished Finder,TNH,2024-06-12,hellolanding.com,< 10%,10.68,33.68,73.15,27.72,46.5
Furnished Finder,TNH,2024-06-12,You,48.24, --, --,88.41,50.61, --
Furnished Finder,TNH,2024-06-12,hometogo.com,< 10%,5.55,13.65,36.51,3.49,47.87
Furnished Finder,TNH,2024-06-12,airbnb.com,35.93,44.11,37.74,84.24,31.1,40.21
Furnished Finder,TNH,2024-06-12,evolve.com,13.22,23.44,43.03,92.56,38.66,43.37
Furnished Finder,TNH,2024-06-17,evolve.com,12.34,20.61,42.8,88.15,32.75,41.13
Furnished Finder,TNH,2024-06-15,hometogo.com,< 10%,7.27,16.16,59.61,7.44,47.04
Furnished Finder,TNH,2024-06-15,apartmentlist.com,< 10%,7.56,26.13,76.97,13.2,46.66
Furnished Finder,TNH,2024-06-12,apartmentlist.com,< 10%,10.73,28.5,80.13,15.12,46.76
Furnished Finder,TNH,2024-06-15,hellolanding.com,< 10%,9.45,36.04,73.71,29.86,45.98
Furnished Finder,TNH,2024-06-12,vrbo.com,< 10%,4.66,45.56,81.28,27.57,47.21
Furnished Finder,TNH,2024-06-17,vrbo.com,< 10%,6.48,47.89,85.71,32.96,43.71
Furnished Finder,TNH,2024-06-15,vrbo.com,< 10%,6.71,39.34,84.94,32.89,46.35
Furnished Finder,TNH,2024-06-10,You,51.92, --, --,87.56,50.53, --
Furnished Finder,TNH,2024-06-06,hellolanding.com,< 10%,8.31,38.96,76.33,29.75,51.64
Furnished Finder,TNH,2024-06-10,evolve.com,14.41,24.18,42.21,91.81,37.11,46.62
Furnished Finder,TNH,2024-06-06,You,53.37, --, --,88.62,50.67, --
Furnished Finder,TNH,2024-06-16,airbnb.com,34.76,41.78,41.2,86.17,37.87,40.16
Furnished Finder,TNH,2024-06-06,airbnb.com,31.3,38.2,35.07,83.61,30.64,46.22
Furnished Finder,TNH,2024-06-10,airbnb.com,33.32,42.58,35.44,82.88,30.43,44.08
Furnished Finder,TNH,2024-06-10,apartmentlist.com,< 10%,12.6,28.56,75.98,15.32,50.05
Furnished Finder,TNH,2024-06-06,travelnursehousing.com,21.2,37.5,12.1,85.59,7.27,50.95
Furnished Finder,TNH,2024-06-16,You,48.51, --, --,89.04,42.54, --
Furnished Finder,TNH,2024-06-06,apartmentlist.com,< 10%,8.63,23.79,70.19,11.9,52.27
Furnished Finder,TNH,2024-06-16,evolve.com,11.5,19.49,34.76,88.73,25.99,45.22
Furnished Finder,TNH,2024-06-06,hometogo.com,< 10%,6.01,19.17,49.17,4.39,52.76
Furnished Finder,TNH,2024-06-10,hometogo.com,< 10%,5.17,8.54,32.27,2.32,51.69
Furnished Finder,TNH,2024-06-06,evolve.com,15.31,24.99,44.93,90.7,41.45,47.38
Furnished Finder,TNH,2024-06-10,hellolanding.com,< 10%,7.17,38.41,75.57,28.0,50.49
Furnished Finder,TNH,2024-06-10,travelnursehousing.com,15.9,29.65,6.83,82.37,3.77,50.87
Furnished Finder,TNH,2024-06-16,travelnursehousing.com,24.2,44.6,38.66,92.46,30.77,40.14
Furnished Finder,TNH,2024-06-16,apartmentlist.com,< 10%,8.29,23.41,74.32,13.31,47.56
Furnished Finder,TNH,2024-06-16,hometogo.com,< 10%,6.79,16.29,62.07,8.39,47.97
Furnished Finder,TNH,2024-06-16,hellolanding.com,< 10%,10.73,35.87,74.24,27.29,46.64
Furnished Finder,TNH,2024-06-06,vrbo.com,< 10%,4.2,43.65,79.56,25.0,52.39
Furnished Finder,TNH,2024-06-16,vrbo.com,< 10%,6.01,46.46,86.23,33.46,47.15
Furnished Finder,TNH,2024-06-10,vrbo.com,< 10%,5.25,40.59,82.08,29.48,50.81
Furnished Finder,TNH,2024-06-11,travelnursehousing.com,17.71,33.09,7.79,82.6,4.43,49.66
Furnished Finder,TNH,2024-06-11,hellolanding.com,< 10%,6.56,33.33,73.14,27.11,49.86
Furnished Finder,TNH,2024-06-11,You,50.97, --, --,89.61,52.15, --
Furnished Finder,TNH,2024-06-11,evolve.com,14.75,25.38,44.07,92.86,40.02,45.27
Furnished Finder,TNH,2024-06-11,hometogo.com,< 10%,6.37,15.25,48.15,3.7,50.47
Furnished Finder,TNH,2024-06-11,apartmentlist.com,< 10%,10.67,24.53,76.57,13.5,49.64
Furnished Finder,TNH,2024-06-11,airbnb.com,33.09,41.23,34.01,83.28,31.37,43.82
Furnished Finder,TNH,2024-06-11,vrbo.com,< 10%,4.62,43.57,80.76,27.11,49.94
Furnished Finder,TNH,2024-06-30,You,22.89, --, --,88.07,43.59, --
Furnished Finder,TNH,2024-06-30,airbnb.com,36.9,44.11,46.5,87.49,38.87,18.19
Furnished Finder,TNH,2024-06-30,hellolanding.com,10.6,15.87,45.09,80.9,33.92,21.25
Furnished Finder,TNH,2024-06-30,vrbo.com,11.39,6.39,47.11,85.09,33.53,22.2
Furnished Finder,TNH,2024-06-30,travelnursehousing.com,14.5,37.28,30.1,84.88,13.25,20.32
Furnished Finder,TNH,2024-06-30,apartmentlist.com,< 10%,8.1,34.85,78.21,14.04,22.24
Furnished Finder,TNH,2024-06-30,evolve.com,13.06,26.56,51.69,89.41,40.15,19.75
Furnished Finder,TNH,2024-06-30,hometogo.com,< 10%,5.52,12.44,46.67,5.97,22.73
Furnished Finder,TNH,2024-06-21,You,33.07, --, --,91.61,50.87, --
Furnished Finder,TNH,2024-06-21,airbnb.com,33.02,39.68,35.08,86.82,33.01,28.47
Furnished Finder,TNH,2024-06-21,hellolanding.com,< 10%,12.58,36.83,77.55,30.74,31.54
Furnished Finder,TNH,2024-06-21,vrbo.com,10.23,7.78,32.14,86.0,31.51,32.24
Furnished Finder,TNH,2024-06-21,travelnursehousing.com,18.46,33.38,29.01,86.27,14.61,29.87
Furnished Finder,TNH,2024-06-21,apartmentlist.com,< 10%,8.06,20.11,66.33,12.89,32.53
Furnished Finder,TNH,2024-06-21,evolve.com,15.49,24.65,50.94,91.74,41.69,28.92
Furnished Finder,TNH,2024-06-21,hometogo.com,< 10%,7.09,10.46,50.18,4.31,32.83
Furnished Finder,TNH,2024-06-25,You,20.37, --, --,89.67,49.48, --
Furnished Finder,TNH,2024-06-25,airbnb.com,36.66,43.97,39.1,88.16,32.21,16.87
Furnished Finder,TNH,2024-06-25,hellolanding.com,< 10%,11.45,40.48,77.09,29.85,19.43
Furnished Finder,TNH,2024-06-25,vrbo.com,14.5,10.66,44.68,85.83,36.77,19.4
Furnished Finder,TNH,2024-06-26,You,39.73, --, --,80.93,22.83, --
Furnished Finder,TNH,2024-06-26,airbnb.com,43.73,44.37,53.92,84.44,37.92,30.22
Furnished Finder,TNH,2024-06-26,hellolanding.com,14.62,17.98,45.5,75.36,29.81,36.48
Furnished Finder,TNH,2024-06-26,vrbo.com,< 10%,3.93,59.79,80.35,27.94,38.8
Furnished Finder,TNH,2024-06-28,You,36.7, --, --,83.91,49.54, --
Furnished Finder,TNH,2024-06-28,airbnb.com,41.93,45.53,42.92,86.52,39.3,29.53
Furnished Finder,TNH,2024-06-28,hellolanding.com,14.12,18.55,41.0,80.73,35.22,33.91
Furnished Finder,TNH,2024-06-28,vrbo.com,10.8,5.21,70.91,81.88,28.1,35.35
Furnished Finder,TNH,2024-06-25,travelnursehousing.com,14.52,24.43,21.92,90.35,11.32,19.28
Furnished Finder,TNH,2024-06-25,apartmentlist.com,< 10%,10.88,24.41,74.16,11.61,19.83
Furnished Finder,TNH,2024-06-25,evolve.com,< 10%,11.09,52.52,93.25,42.23,19.19
Furnished Finder,TNH,2024-06-25,hometogo.com,< 10%,9.73,12.98,42.74,3.48,20.12
Furnished Finder,TNH,2024-06-26,travelnursehousing.com,35.98,65.91,65.85,91.19,33.39,22.49
Furnished Finder,TNH,2024-06-26,apartmentlist.com,12.29,8.95,44.8,76.83,15.97,38.14
Furnished Finder,TNH,2024-06-26,evolve.com,20.56,34.49,75.59,94.84,53.6,29.37
Furnished Finder,TNH,2024-06-26,hometogo.com,< 10%,4.7,28.45,31.64,2.93,39.2
Furnished Finder,TNH,2024-07-01,You,29.23, --, --,84.95,43.92, --
Furnished Finder,TNH,2024-07-01,airbnb.com,33.22,39.42,41.56,80.46,34.13,24.44
Furnished Finder,TNH,2024-07-01,hellolanding.com,10.94,15.45,43.41,78.38,35.6,27.27
Furnished Finder,TNH,2024-07-01,vrbo.com,< 10%,5.66,55.0,81.87,30.18,28.32
Furnished Finder,TNH,2024-06-28,travelnursehousing.com,19.53,49.89,16.14,86.55,9.57,33.75
Furnished Finder,TNH,2024-06-28,apartmentlist.com,10.6,9.19,42.01,76.78,14.85,35.29
Furnished Finder,TNH,2024-06-28,evolve.com,11.26,23.81,39.5,88.34,34.52,33.25
Furnished Finder,TNH,2024-06-28,hometogo.com,< 10%,5.45,26.96,40.93,3.57,36.17
Furnished Finder,TNH,2024-07-01,apartmentlist.com,< 10%,7.16,34.78,65.19,13.67,28.5
Furnished Finder,TNH,2024-07-01,evolve.com,19.06,32.68,50.82,88.93,41.58,24.37
Furnished Finder,TNH,2024-07-01,hometogo.com,< 10%,4.53,26.25,40.0,3.71,28.88
Furnished Finder,TNH,2024-07-01,travelnursehousing.com,25.49,51.84,21.45,83.94,11.13,25.98
Furnished Finder,TNH,2024-06-22,You,41.08, --, --,82.88,23.86, --
Furnished Finder,TNH,2024-06-22,airbnb.com,38.8,38.05,52.7,85.47,36.31,32.84
Furnished Finder,TNH,2024-06-22,hellolanding.com,14.55,16.92,48.33,79.54,33.24,37.72
Furnished Finder,TNH,2024-06-22,vrbo.com,< 10%,3.65,60.56,83.94,26.36,40.17
Furnished Finder,TNH,2024-06-23,You,37.66, --, --,83.03,22.7, --
Furnished Finder,TNH,2024-06-23,airbnb.com,41.52,41.09,51.47,86.05,39.38,29.7
Furnished Finder,TNH,2024-06-23,hellolanding.com,15.64,18.09,57.14,83.82,37.24,33.77
Furnished Finder,TNH,2024-06-23,vrbo.com,< 10%,3.14,57.53,81.96,26.28,36.98
Furnished Finder,TNH,2024-06-24,You,33.69, --, --,92.51,58.22, --
Furnished Finder,TNH,2024-06-24,airbnb.com,33.83,41.27,26.46,88.32,26.94,30.01
Furnished Finder,TNH,2024-06-24,hellolanding.com,< 10%,12.01,34.6,81.38,28.97,32.29
Furnished Finder,TNH,2024-06-24,vrbo.com,14.03,11.52,30.14,84.55,35.1,32.52
Furnished Finder,TNH,2024-06-22,travelnursehousing.com,37.02,63.6,64.03,91.44,26.53,24.35
Furnished Finder,TNH,2024-06-22,apartmentlist.com,< 10%,8.02,31.41,71.86,13.65,40.04
Furnished Finder,TNH,2024-06-22,evolve.com,27.81,41.59,84.55,96.43,67.81,26.63
Furnished Finder,TNH,2024-06-22,hometogo.com,< 10%,5.04,25.51,44.57,5.28,40.55
Furnished Finder,TNH,2024-06-23,travelnursehousing.com,34.5,63.31,62.65,92.29,24.59,22.73
Furnished Finder,TNH,2024-06-23,apartmentlist.com,< 10%,5.43,43.65,79.54,18.66,36.77
Furnished Finder,TNH,2024-06-23,evolve.com,26.49,43.58,83.89,95.71,65.4,23.89
Furnished Finder,TNH,2024-06-23,hometogo.com,< 10%,5.38,44.0,45.57,4.14,36.77
Furnished Finder,TNH,2024-06-24,travelnursehousing.com,12.23,21.48,16.92,89.11,9.35,32.47
Furnished Finder,TNH,2024-06-24,apartmentlist.com,< 10%,7.21,12.13,70.9,7.45,33.4
Furnished Finder,TNH,2024-06-24,evolve.com,< 10%,13.54,47.15,92.05,40.76,31.54
Furnished Finder,TNH,2024-06-24,hometogo.com,< 10%,8.92,8.38,48.2,5.65,33.44
Furnished Finder,TNH,2024-06-27,You,38.91, --, --,85.0,41.61, --
Furnished Finder,TNH,2024-06-27,airbnb.com,42.38,42.46,43.28,86.56,40.71,31.76
Furnished Finder,TNH,2024-06-27,hellolanding.com,14.86,18.49,42.77,78.37,33.1,35.83
Furnished Finder,TNH,2024-06-27,vrbo.com,< 10%,3.85,63.36,80.12,25.06,37.96
Furnished Finder,TNH,2024-06-27,travelnursehousing.com,26.42,61.1,28.1,89.0,14.08,32.23
Furnished Finder,TNH,2024-06-27,apartmentlist.com,11.06,7.82,44.74,76.73,18.72,37.55
Furnished Finder,TNH,2024-06-27,evolve.com,16.92,33.49,59.17,92.83,49.15,31.2
Furnished Finder,TNH,2024-06-27,hometogo.com,< 10%,5.06,31.4,36.27,4.86,38.29
Furnished Finder,TNH,2024-06-20,You,48.12, --, --,89.14,46.76, --
Furnished Finder,TNH,2024-06-20,airbnb.com,39.5,44.75,37.83,86.86,34.38,39.98
Furnished Finder,TNH,2024-06-20,hellolanding.com,11.46,14.56,40.02,78.79,29.46,45.32
Furnished Finder,TNH,2024-06-20,vrbo.com,11.42,9.17,37.15,83.85,29.23,46.48
Furnished Finder,TNH,2024-06-20,travelnursehousing.com,19.92,33.31,36.12,88.94,18.12,42.33
Furnished Finder,TNH,2024-06-20,apartmentlist.com,< 10%,10.07,22.36,73.56,11.44,47.04
Furnished Finder,TNH,2024-06-20,evolve.com,15.91,23.14,58.65,92.32,46.87,41.59
Furnished Finder,TNH,2024-06-20,hometogo.com,< 10%,8.5,14.13,49.03,3.72,47.54
Furnished Finder,TNH,2024-06-29,You,33.59, --, --,84.04,45.72, --
Furnished Finder,TNH,2024-06-29,airbnb.com,40.93,47.12,47.35,87.53,41.96,26.1
Furnished Finder,TNH,2024-06-29,hellolanding.com,11.49,16.72,40.28,81.07,31.89,31.33
Furnished Finder,TNH,2024-06-29,vrbo.com,12.17,6.11,55.63,83.19,32.13,32.45
Furnished Finder,TNH,2024-06-29,travelnursehousing.com,14.68,39.95,12.6,83.65,6.55,31.9
Furnished Finder,TNH,2024-06-29,apartmentlist.com,< 10%,8.33,46.77,80.34,16.71,32.29
Furnished Finder,TNH,2024-06-29,evolve.com,15.15,30.31,47.2,91.56,39.74,28.79
Furnished Finder,TNH,2024-06-29,hometogo.com,< 10%,6.09,25.8,46.11,4.81,33.07
Furnished Finder,TNH,2024-07-03,apartmentlist.com,10.23,9.64,46.79,70.93,16.27,35.28
Furnished Finder,TNH,2024-07-08,evolve.com,18.47,28.9,62.96,87.81,48.74,35.74
Furnished Finder,TNH,2024-07-03,evolve.com,21.8,34.96,67.52,89.39,51.49,28.22
Furnished Finder,TNH,2024-07-06,evolve.com,17.36,25.67,69.38,91.29,53.16,35.71
Furnished Finder,TNH,2024-07-03,You,36.94, --, --,78.84,30.9, --
Furnished Finder,TNH,2024-07-03,vrbo.com,10.25,7.95,54.55,73.82,23.33,35.34
Furnished Finder,TNH,2024-07-05,vrbo.com,12.02,9.04,56.86,76.79,27.23,36.96
Furnished Finder,TNH,2024-07-03,rentbyowner.com,< 10%,4.68,22.06,22.51,0.96,36.56
Furnished Finder,TNH,2024-07-02,rentbyowner.com,< 10%,3.01,24.79,16.98,0.62,32.75
Furnished Finder,TNH,2024-07-06,apartmentlist.com,13.4,13.11,43.58,69.43,12.7,40.96
Furnished Finder,TNH,2024-07-08,apartmentlist.com,15.53,14.48,48.61,72.94,19.22,40.61
Furnished Finder,TNH,2024-07-06,You,43.45, --, --,76.01,27.91, --
Furnished Finder,TNH,2024-07-06,hellolanding.com,19.21,25.38,55.09,77.36,34.12,37.37
Furnished Finder,TNH,2024-07-05,airbnb.com,46.94,53.14,54.95,81.89,36.1,27.58
Furnished Finder,TNH,2024-07-06,airbnb.com,50.1,56.37,58.36,84.65,39.7,29.15
Furnished Finder,TNH,2024-07-13,evolve.com,22.49,32.03,74.93,93.92,61.24,37.89
Furnished Finder,TNH,2024-07-11,apartmentlist.com,14.67,14.18,49.32,68.97,15.78,44.61
Furnished Finder,TNH,2024-07-08,airbnb.com,50.17,56.57,54.93,81.26,37.04,30.11
Furnished Finder,TNH,2024-07-07,vrbo.com,13.5,11.42,61.67,76.7,25.6,46.17
Furnished Finder,TNH,2024-07-11,You,47.97, --, --,77.46,28.3, --
Furnished Finder,TNH,2024-07-05,You,38.96, --, --,77.39,27.78, --
Furnished Finder,TNH,2024-07-13,apartmentlist.com,11.15,11.4,44.11,70.11,17.37,47.34
Furnished Finder,TNH,2024-07-13,You,49.85, --, --,80.31,27.83, --
Furnished Finder,TNH,2024-07-13,vrbo.com,12.26,10.17,61.24,82.93,30.89,46.75
Furnished Finder,TNH,2024-07-02,hellolanding.com,10.34,15.67,37.78,70.08,27.94,31.04
Furnished Finder,TNH,2024-07-02,vrbo.com,< 10%,4.9,52.79,79.21,28.96,32.14
Furnished Finder,TNH,2024-07-05,rentbyowner.com,< 10%,5.26,18.97,21.63,0.25,38.57
Furnished Finder,TNH,2024-07-02,apartmentlist.com,< 10%,7.21,37.93,70.69,14.32,32.09
Furnished Finder,TNH,2024-07-02,evolve.com,20.37,36.19,56.63,91.5,47.68,26.23
Furnished Finder,TNH,2024-07-06,rentbyowner.com,< 10%,7.8,18.59,20.96,0.4,42.82
Furnished Finder,TNH,2024-07-07,You,49.66, --, --,75.81,28.87, --
Furnished Finder,TNH,2024-07-08,hellolanding.com,14.05,17.34,52.32,74.87,29.32,39.72
Furnished Finder,TNH,2024-07-08,vrbo.com,12.84,9.97,59.0,75.08,25.8,41.12
Furnished Finder,TNH,2024-07-05,evolve.com,21.94,32.26,74.41,91.3,58.78,29.61
Furnished Finder,TNH,2024-07-07,evolve.com,17.29,26.07,66.94,90.63,51.91,41.0
Furnished Finder,TNH,2024-07-11,evolve.com,17.27,26.82,62.58,90.63,44.25,39.92
Furnished Finder,TNH,2024-07-11,airbnb.com,47.39,55.53,56.25,82.26,38.13,32.99
Furnished Finder,TNH,2024-07-02,You,32.99, --, --,85.28,42.68, --
Furnished Finder,TNH,2024-07-05,apartmentlist.com,11.26,10.34,49.71,68.2,13.6,36.96
Furnished Finder,TNH,2024-07-07,apartmentlist.com,15.02,13.92,51.56,76.1,16.71,46.1
Furnished Finder,TNH,2024-07-03,travelnursehousing.com,29.42,52.72,47.58,88.42,22.08,27.68
Furnished Finder,TNH,2024-07-02,holidayhomes.com,< 10%,2.76,28.83,14.47,1.55,32.73
Furnished Finder,TNH,2024-07-05,hometogo.com,12.18,10.88,26.39,39.94,3.29,37.84
Furnished Finder,TNH,2024-07-03,airbnb.com,42.93,50.21,52.5,80.31,35.62,27.21
Furnished Finder,TNH,2024-07-03,hellolanding.com,14.52,19.41,47.7,72.15,28.9,33.52
Furnished Finder,TNH,2024-07-06,hometogo.com,13.13,14.04,23.97,37.91,4.41,41.98
Furnished Finder,TNH,2024-07-07,holidayhomes.com,< 10%,8.34,22.15,20.82,1.25,48.74
Furnished Finder,TNH,2024-07-13,airbnb.com,47.19,58.03,54.46,84.06,37.28,34.1
Furnished Finder,TNH,2024-07-07,travelnursehousing.com,26.82,43.25,48.27,87.52,24.46,39.3
Furnished Finder,TNH,2024-07-13,hellolanding.com,< 10%,3.11,61.47,77.66,31.98,48.9
Furnished Finder,TNH,2024-07-06,vrbo.com,13.18,10.94,52.25,75.72,22.56,40.96
Furnished Finder,TNH,2024-07-02,airbnb.com,35.06,42.8,40.67,79.76,35.03,27.25
Furnished Finder,TNH,2024-07-05,hellolanding.com,17.67,23.46,51.8,77.0,33.0,34.22
Furnished Finder,TNH,2024-07-07,hellolanding.com,20.01,25.52,56.66,79.28,35.56,42.48
Furnished Finder,TNH,2024-07-07,airbnb.com,50.81,56.35,57.94,84.78,37.62,33.45
Furnished Finder,TNH,2024-07-03,hometogo.com,< 10%,10.08,29.69,39.11,4.04,35.84
Furnished Finder,TNH,2024-07-03,holidayhomes.com,< 10%,4.58,31.58,22.06,1.47,36.41
Furnished Finder,TNH,2024-07-02,hometogo.com,< 10%,5.52,28.38,38.73,3.66,32.48
Furnished Finder,TNH,2024-07-05,holidayhomes.com,< 10%,6.35,20.0,21.37,1.93,38.46
Furnished Finder,TNH,2024-07-08,hometogo.com,12.63,12.76,23.7,34.83,3.35,42.37
Furnished Finder,TNH,2024-07-08,holidayhomes.com,< 10%,6.97,22.71,19.65,1.57,43.0
Furnished Finder,TNH,2024-07-11,hometogo.com,10.82,11.24,17.56,33.17,3.77,47.02
